Site_code_LR,Occ_laufnr,Yearocc
RS865,4790,2007
RS864,4789,2007
RS869,4794,2007
RS867,4792,2007
RS868,4793,2007
RS866,4791,2007
RS877,4798,2007
RS878,4799,2007
RS874,4795,2007
RS876,4797,2007
RS875,4796,2007
RS879,4800,2007
PL_NARPN09,2660,2005
DELR0439N,3908,2001
DELR0439N,3909,2002
DELR0439N,3907,2000
DELR8,3300,2008
DELR0386N,3568,2002
DELR0386N,3569,2003
DELR0386N,3567,2001
DELR0732N,533,2005
DELR0788N,559,2001
DELR0788N,3307,2007
DELR0788N,3306,2007
DELR0321N,3484,2001
DELR0321N,3485,2002
DELR0321N,3488,2005
DELR0321N,3486,2003
DELR0321N,3487,2004
DELR0321N,3482,1999
DELR0321N,3483,2000
DELR0586N,3766,2004
DELR0586N,3765,2004
DELR0545N,3912,2003
DELR11,3299,2008
DELRT021,3866,1997
DELRT021,3867,1998
DELRT021,3868,1999
DELRT021,3865,2007
DELRT021,3864,2003
DELRT021,3855,1997
DELRT021,3858,1998
DELRT021,3853,1997
DELRT021,3863,1999
DELRT021,3854,1997
DELRT021,3862,1999
DELRT021,3857,1998
DELRT021,3851,1997
DELRT021,3852,1997
DELRT021,3859,1998
DELRT021,3861,1999
DELRT021,3860,1999
DELRT021,3856,1998
RO734,4716,2007
RO730,4712,2007
RO729,4711,2007
RO728,4710,2007
RO733,4715,2007
RO731,4713,2007
RO732,4714,2007
PL_NID06,2668,1999
DELRT013D,3322,2009
DELRT013G,3326,2009
DELRT013E,3323,2009
DELRT009,3402,2001
DELRT009,3403,2001
DELRT009,3399,1999
DELRT009,3401,2000
DELRT009,3398,1998
DELRT009,3468,1999
DELRT009,3400,1999
DELRT009,3465,1999
DELRT009,3477,2002
DELRT009,3475,2002
DELRT009,3472,2001
DELRT009,3476,2002
DELRT009,3467,1999
DELRT009,3464,1998
DELRT009,3474,2001
DELRT009,3473,2001
DELRT009,3471,2000
DELRT009,3469,2000
DELRT009,3470,2000
DELRT009,3466,1999
PL_NAR02,2574,1999
DELR17,3310,2006
DELRT022,3828,1998
DELRT022,3827,1998
DELRT022,3825,1997
DELRT022,3826,1997
DELRT022,3815,1997
DELRT022,3816,1997
DELRT022,3820,1998
DELRT022,3824,1999
DELRT022,3819,1998
DELRT022,3823,1999
DELRT022,3821,1998
DELRT022,3814,1997
DELRT022,3817,1997
DELRT022,3818,1998
DELRT022,3822,1999
PL_WISR03,2707,1999
PL_WISR03,2706,1999
PL_WISR04,2708,1999
PL_WISR05,2709,1999
DELR1510N,1128,2006
DELR0638N,3552,2006
DELR0675N,3591,2002
DELR0675N,3594,2004
DELR0675N,3593,2004
DELR0675N,3592,2002
DELRT013B,3320,2009
RO720,4707,2007
RO719,4706,2007
RO722,4709,2007
RO721,4708,2007
PL_NARPN01,2593,2000
PL_NARPN02,2606,2000
PL_NARPN02,2607,2005
PL_NARPN01_SZ,2581,2000
PL_NARPN01_SZ,2591,2005
PL_NARPN01_SZ,2587,2005
PL_NARPN01_SZ,2589,2005
PL_NARPN01_SZ,2585,2004
PL_NARPN01_SZ,2582,2000
PL_NARPN01_SZ,2592,2005
PL_NARPN01_SZ,2588,2005
PL_NARPN01_SZ,2583,2004
PL_NARPN01_SZ,2586,2005
PL_NARPN01_SZ,2584,2004
PL_NARPN01_SZ,2590,2005
PL_WISR07,2713,2003
PL_WISR07,2712,2003
PL_WISR06,2711,2002
PL_WISR06,2710,2002
HU113,4518,2007
HU111,4516,2007
HU112,4517,2007
HU457,4554,2007
HU456,4553,2007
HU455,4552,2007
HU459,4556,2007
HU460,4557,2007
HU454,4551,2007
HU453,4550,2007
HU452,4549,2007
HU458,4555,2007
HU451,4548,2007
HU80,4597,2007
HU82,4599,2007
HU78,4595,2007
HU83,4600,2007
HU79,4596,2007
HU75,4592,2007
HU76,4593,2007
HU77,4594,2007
HU450,4547,2007
HU446,4543,2007
HU447,4544,2007
HU448,4545,2007
HU443,4540,2007
HU442,4539,2007
HU441,4538,2007
HU449,4546,2007
HU444,4541,2007
HU445,4542,2007
HU81,4598,2007
PL_BIE04,2560,1998
DELR9998H,3683,2007
PL_WISR08,2717,2007
PL_WISR08,2715,2003
PL_WISR08,2716,2007
PL_WISR08,2714,2003
PL_WISR08,2718,2007
PL_WISR09,2720,2002
PL_WISR09,2723,2007
PL_WISR09,2721,2007
PL_WISR09,2722,2007
PL_WISR09,2719,2002
DELR0733N,534,2000
PL_WIDO09,2692,1998
PL_BIEWIS_SZ,2572,1999
RO695,4686,2007
RO696,4687,2007
RO694,4685,2007
RO698,4689,2007
RO697,4688,2007
RO699,4690,2007
DELR0764N,543,2006
DELR0764N,539,2002
DELR0764N,541,2002
RS528,4780,2007
RS527,4779,2007
RS384,4749,2007
RS385,4750,2007
RS386,4751,2007
RS525,4777,2007
RS526,4778,2007
RS388,4753,2007
RS390,4755,2007
RS387,4752,2007
RS389,4754,2007
DELR0543N,3758,2003
DELR0543N,3757,2003
DELR0392N,3582,2002
DELR0392N,3583,2004
DELR0392N,3584,2001
DELR0392N,3585,2003
DELRT023,3397,2007
DELR18,3311,2006
DELR0778N,554,2004
DELR0778N,553,2004
RO604,4636,2007
RO713,4704,2007
RO710,4701,2007
RO709,4700,2007
RO714,4705,2007
RO603,4635,2007
RO606,4638,2007
RO602,4634,2007
RO601,4633,2007
RO712,4703,2007
RO708,4699,2007
RO711,4702,2007
RO605,4637,2007
DELR0305N,3888,1999
PL_NARPN05_SO,2622,2005
PL_NARPN05_SO,2624,2005
PL_NARPN05_SO,2621,2005
PL_NARPN05_SO,2620,2004
PL_NARPN05_SO,2623,2005
PL_NARPN06_SO,2628,2005
PL_NARPN06_SO,2630,2005
PL_NARPN06_SO,2626,2000
PL_NARPN06_SO,2627,2005
PL_NARPN06_SO,2631,2005
PL_NARPN06_SO,2629,2005
PL_NARPN07_SO,2635,2001
PL_WIWA04,2730,1997
PL_WIWA04,2729,1997
PL_WIWA03,2728,1997
PL_WIWA02,2727,1997
PL_WIWA02,2726,1997
DELR0405N,3760,2000
DELR0405N,3759,2000
DELR0405N,3762,2001
DELR0405N,3761,2001
DELR0405N,3764,2004
DELR0405N,3763,2004
DELR19,3312,2006
AT173,4213,2007
AT37,4351,2007
AT170,4210,2007
AT169,4208,2007
AT195,4229,2007
AT175,4215,2007
AT33,4323,2007
AT35,4340,2007
AT190,4224,2007
AT171,4211,2007
AT191,4225,2007
AT192,4226,2007
AT34,4334,2007
AT167,4206,2007
AT194,4228,2007
AT174,4214,2007
AT196,4230,2007
AT193,4227,2007
AT165,4204,2007
AT166,4205,2007
AT186,4219,2007
AT168,4207,2007
AT172,4212,2007
AT188,4221,2007
AT187,4220,2007
AT185,4218,2007
AT189,4222,2007
PL_WIDO01,2670,1998
PL_WIDO01,2669,1998
DELR0390N,3577,2007
DELR0390N,3576,2007
DELR0390N,3573,2001
DELR0390N,3575,2003
DELR0390N,3574,2002
DELR0390N,3578,2004
DELR0390H,3580,2007
DELR0390H,3579,2007
PL_NARPN04_SO,2618,2001
PL_WIDO03,2673,1998
PL_WIDO02,2671,1998
PL_WIDO1_SO,2693,1998
AT295,4303,2007
AT283,4290,2007
AT303,4312,2007
AT296,4304,2007
AT302,4311,2007
AT286,4293,2007
AT297,4305,2007
AT292,4300,2007
AT285,4292,2007
AT290,4298,2007
AT298,4306,2007
AT291,4299,2007
AT293,4301,2007
AT300,4309,2007
AT299,4307,2007
AT284,4291,2007
AT289,4296,2007
AT301,4310,2007
DELR20,3313,2006
DELR0660N,3607,2002
DELR0660N,3606,2002
